Event,Time,L1,L2,H,Server Available,Queue Size,Process Time,Queue Contents
L2 queued,39.29,40.37,39.85,40.49,false,191,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,39.85,40.37,39.91,40.49,false,192,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,39.91,40.37,40.80,40.49,false,193,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,40.37,40.59,40.80,40.49,false,194,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,40.49,40.59,40.80,42.28,true,193,1.79,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,40.59,41.91,40.80,42.28,false,194,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,40.80,41.91,40.90,42.28,false,195,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,40.90,41.91,40.99,42.28,false,196,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,40.99,41.91,41.14,42.28,false,197,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,41.14,41.91,41.23,42.28,false,198,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,41.23,41.91,41.31,42.28,false,199,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,41.31,41.91,41.35,42.28,false,200,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,41.35,41.91,42.30,42.28,false,201,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,41.91,42.04,42.30,42.28,false,202,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,42.04,43.28,42.30,42.28,false,203,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,42.28,43.28,42.30,43.84,true,202,1.56,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,42.30,43.28,42.35,43.84,false,203,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,42.35,43.28,42.43,43.84,false,204,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,42.43,43.28,42.80,43.84,false,205,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,42.80,43.28,42.85,43.84,false,206,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,42.85,43.28,42.94,43.84,false,207,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,42.94,43.28,43.43,43.84,false,208,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,43.28,44.81,43.43,43.84,false,209,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,43.43,44.81,44.16,43.84,false,210,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,43.84,44.81,44.16,45.90,true,209,2.06,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,44.16,44.81,44.99,45.90,false,210,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,44.81,45.05,44.99,45.90,false,211,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,44.99,45.05,44.99,45.90,false,212,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,44.99,45.05,45.07,45.90,false,213,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,45.05,45.85,45.07,45.90,false,214,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,45.07,45.85,45.40,45.90,false,215,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,45.40,45.85,45.72,45.90,false,216,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,45.72,45.85,46.21,45.90,false,217,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,45.85,46.28,46.21,45.90,false,218,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,45.90,46.28,46.21,48.00,true,217,2.10,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,46.21,46.28,46.65,48.00,false,218,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,46.28,46.80,46.65,48.00,false,219,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,46.65,46.80,46.67,48.00,false,220,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,46.67,46.80,46.94,48.00,false,221,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,46.80,46.80,46.94,48.00,false,222,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,46.80,47.92,46.94,48.00,false,223,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,46.94,47.92,47.12,48.00,false,224,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,47.12,47.92,47.55,48.00,false,225,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,47.55,47.92,47.70,48.00,false,226,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,47.70,47.92,47.81,48.00,false,227,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,47.81,47.92,47.96,48.00,false,228,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,47.92,48.25,47.96,48.00,false,229,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,47.96,48.25,49.34,48.00,false,230,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,48.00,48.25,49.34,50.29,true,229,2.29,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,48.25,48.53,49.34,50.29,false,230,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,48.53,48.62,49.34,50.29,false,231,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,48.62,50.52,49.34,50.29,false,232,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,49.34,50.52,49.35,50.29,false,233,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,49.35,50.52,49.66,50.29,false,234,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,49.66,50.52,49.73,50.29,false,235,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,49.73,50.52,49.92,50.29,false,236,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,49.92,50.52,50.01,50.29,false,237,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,50.01,50.52,50.44,50.29,false,238,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,50.29,50.52,50.44,52.01,true,237,1.72,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,50.44,50.52,50.55,52.01,false,238,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,50.52,51.01,50.55,52.01,false,239,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,50.55,51.01,50.63,52.01,false,240,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,50.63,51.01,51.21,52.01,false,241,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,51.01,51.32,51.21,52.01,false,242,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,51.21,51.32,51.29,52.01,false,243,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,51.29,51.32,51.43,52.01,false,244,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,51.32,51.60,51.43,52.01,false,245,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,51.43,51.60,51.46,52.01,false,246,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,51.46,51.60,51.52,52.01,false,247,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,51.52,51.60,51.73,52.01,false,248,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,51.60,52.13,51.73,52.01,false,249,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,51.73,52.13,51.87,52.01,false,250,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,51.87,52.13,51.91,52.01,false,251,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,51.91,52.13,51.95,52.01,false,252,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,51.95,52.13,52.48,52.01,false,253,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,52.01,52.13,52.48,53.57,true,252,1.57,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,52.13,52.54,52.48,53.57,false,253,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,52.48,52.54,52.75,53.57,false,254,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,52.54,54.62,52.75,53.57,false,255,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,52.75,54.62,52.80,53.57,false,256,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,52.80,54.62,53.34,53.57,false,257,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,53.34,54.62,53.77,53.57,false,258,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,53.57,54.62,53.77,55.56,true,257,1.99,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,53.77,54.62,55.00,55.56,false,258,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,54.62,54.87,55.00,55.56,false,259,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,54.87,55.10,55.00,55.56,false,260,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,55.00,55.10,55.16,55.56,false,261,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,55.10,55.18,55.16,55.56,false,262,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,55.16,55.18,55.22,55.56,false,263,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,55.18,56.35,55.22,55.56,false,264,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,55.22,56.35,55.25,55.56,false,265,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,55.25,56.35,55.28,55.56,false,266,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,55.28,56.35,55.60,55.56,false,267,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,55.56,56.35,55.60,57.73,true,266,2.16,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,55.60,56.35,55.70,57.73,false,267,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,55.70,56.35,55.93,57.73,false,268,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,55.93,56.35,56.07,57.73,false,269,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,56.07,56.35,56.69,57.73,false,270,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,56.35,56.87,56.69,57.73,false,271,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,56.69,56.87,56.82,57.73,false,272,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,56.82,56.87,57.04,57.73,false,273,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,56.87,56.97,57.04,57.73,false,274,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,56.97,57.82,57.04,57.73,false,275,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,57.04,57.82,57.20,57.73,false,276,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,57.20,57.82,57.93,57.73,false,277,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,57.73,57.82,57.93,59.29,true,276,1.56,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,57.82,58.66,57.93,59.29,false,277,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,57.93,58.66,58.01,59.29,false,278,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,58.01,58.66,58.11,59.29,false,279,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,58.11,58.66,58.28,59.29,false,280,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,58.28,58.66,58.81,59.29,false,281,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,58.66,59.31,58.81,59.29,false,282,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,58.81,59.31,59.25,59.29,false,283,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,59.25,59.31,59.48,59.29,false,284,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,59.29,59.31,59.48,61.22,true,283,1.94,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,59.31,63.28,59.48,61.22,false,284,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,59.48,63.28,59.64,61.22,false,285,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,59.64,63.28,59.97,61.22,false,286,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,59.97,63.28,60.16,61.22,false,287,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,60.16,63.28,60.18,61.22,false,288,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,60.18,63.28,60.25,61.22,false,289,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,60.25,63.28,60.37,61.22,false,290,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,60.37,63.28,61.08,61.22,false,291,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,61.08,63.28,61.15,61.22,false,292,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,61.15,63.28,61.50,61.22,false,293,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,61.22,63.28,61.50,63.77,true,292,2.55,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,61.50,63.28,61.98,63.77,false,293,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,61.98,63.28,62.10,63.77,false,294,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,62.10,63.28,62.14,63.77,false,295,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,62.14,63.28,62.47,63.77,false,296,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,62.47,63.28,62.58,63.77,false,297,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,62.58,63.28,62.68,63.77,false,298,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,62.68,63.28,62.73,63.77,false,299,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,62.73,63.28,63.26,63.77,false,300,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,63.26,63.28,63.39,63.77,false,301,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,63.28,63.43,63.39,63.77,false,302,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,63.39,63.43,63.88,63.77,false,303,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,63.43,63.72,63.88,63.77,false,304,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,63.72,65.02,63.88,63.77,false,305,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,63.77,65.02,63.88,65.77,true,304,2.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,63.88,65.02,64.04,65.77,false,305,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,64.04,65.02,64.14,65.77,false,306,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,64.14,65.02,64.17,65.77,false,307,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,64.17,65.02,64.20,65.77,false,308,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,64.20,65.02,64.53,65.77,false,309,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,64.53,65.02,64.54,65.77,false,310,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,64.54,65.02,64.64,65.77,false,311,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,64.64,65.02,64.85,65.77,false,312,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,64.85,65.02,65.00,65.77,false,313,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,65.00,65.02,65.62,65.77,false,314,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,65.02,67.09,65.62,65.77,false,315,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,65.62,67.09,66.10,65.77,false,316,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,65.77,67.09,66.10,67.70,true,315,1.93,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,66.10,67.09,66.64,67.70,false,316,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,66.64,67.09,66.85,67.70,false,317,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,66.85,67.09,67.06,67.70,false,318,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,67.06,67.09,67.92,67.70,false,319,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,67.09,68.31,67.92,67.70,false,320,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,67.70,68.31,67.92,69.11,true,319,1.41,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,67.92,68.31,68.04,69.11,false,320,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,68.04,68.31,68.08,69.11,false,321,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,68.08,68.31,68.10,69.11,false,322,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,68.10,68.31,68.13,69.11,false,323,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,68.13,68.31,68.54,69.11,false,324,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,68.31,68.73,68.54,69.11,false,325,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,68.54,68.73,68.65,69.11,false,326,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,68.65,68.73,68.86,69.11,false,327,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,68.73,69.41,68.86,69.11,false,328,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,68.86,69.41,68.96,69.11,false,329,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,68.96,69.41,69.37,69.11,false,330,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,69.11,69.41,69.37,70.65,true,329,1.53,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,69.37,69.41,69.50,70.65,false,330,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,69.41,70.20,69.50,70.65,false,331,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,69.50,70.20,69.76,70.65,false,332,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,69.76,70.20,69.86,70.65,false,333,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,69.86,70.20,70.04,70.65,false,334,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,70.04,70.20,71.56,70.65,false,335,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,70.20,71.12,71.56,70.65,false,336,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,70.65,71.12,71.56,72.50,true,335,1.85,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,71.12,72.32,71.56,72.50,false,336,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,71.56,72.32,71.68,72.50,false,337,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,71.68,72.32,71.74,72.50,false,338,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,71.74,72.32,71.77,72.50,false,339,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,71.77,72.32,71.90,72.50,false,340,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,71.90,72.32,71.91,72.50,false,341,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,71.91,72.32,72.01,72.50,false,342,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,72.01,72.32,72.87,72.50,false,343,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,72.32,72.46,72.87,72.50,false,344,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,72.46,72.56,72.87,72.50,false,345,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,72.50,72.56,72.87,74.35,true,344,1.85,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,72.56,72.68,72.87,74.35,false,345,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,72.68,72.73,72.87,74.35,false,346,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,72.73,72.75,72.87,74.35,false,347,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,72.75,72.76,72.87,74.35,false,348,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,72.76,73.78,72.87,74.35,false,349,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,72.87,73.78,73.04,74.35,false,350,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,73.04,73.78,73.05,74.35,false,351,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,73.05,73.78,73.10,74.35,false,352,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,73.10,73.78,73.90,74.35,false,353,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,73.78,75.38,73.90,74.35,false,354,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,73.90,75.38,74.61,74.35,false,355,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,74.35,75.38,74.61,76.24,true,354,1.90,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,74.61,75.38,74.95,76.24,false,355,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,74.95,75.38,75.14,76.24,false,356,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,75.14,75.38,75.44,76.24,false,357,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,75.38,75.54,75.44,76.24,false,358,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,75.44,75.54,75.81,76.24,false,359,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,75.54,75.62,75.81,76.24,false,360,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,75.62,76.29,75.81,76.24,false,361,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,75.81,76.29,76.81,76.24,false,362,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,76.24,76.29,76.81,78.22,true,361,1.98,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,76.29,76.70,76.81,78.22,false,362,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,76.70,77.78,76.81,78.22,false,363,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,76.81,77.78,76.93,78.22,false,364,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,76.93,77.78,77.28,78.22,false,365,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,77.28,77.78,77.31,78.22,false,366,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,77.31,77.78,77.34,78.22,false,367,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,77.34,77.78,77.48,78.22,false,368,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,77.48,77.78,77.73,78.22,false,369,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,77.73,77.78,78.05,78.22,false,370,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,77.78,78.33,78.05,78.22,false,371,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,78.05,78.33,78.06,78.22,false,372,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,78.06,78.33,78.13,78.22,false,373,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,78.13,78.33,78.28,78.22,false,374,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
Taken FROM QUEUE,78.22,78.33,78.28,80.35,true,373,2.13,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,78.28,78.33,78.89,80.35,false,374,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,78.33,78.52,78.89,80.35,false,375,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L1 queued,78.52,79.61,78.89,80.35,false,376,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,78.89,79.61,79.38,80.35,false,377,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
L2 queued,79.38,79.61,79.57,80.35,false,378,0.00,"0.16 | 0.41 | 0.49 | 0.74 | 0.54"
