L1,L2,H,Process Time
2.29889,0.97369,2.23433,2.51627
0.59446,0.22684,1.43792,2.65408
3.78936,0.24614,2.22417,3.02930
0.66116,0.12926,2.15607,2.93927
1.93609,0.27270,1.81715,3.21623
0.27982,0.42530,1.58322,2.01573
0.02744,0.32544,1.64858,3.27782
0.12210,0.18692,1.92862,3.01464
0.49884,0.24680,2.55402,3.70981
0.08326,0.22280,2.33267,3.67168
1.45934,0.33589,2.29729,2.55418
0.83375,0.04363,1.95343,3.07045
0.75876,0.00218,2.28429,1.84685
2.56100,0.05746,1.89166,2.75761
0.66641,0.00138,1.63088,3.35525
0.47851,0.06624,2.28864,3.12213
0.59718,0.26553,2.03389,3.00569
0.11228,0.08848,2.23072,3.83993
0.28788,0.38305,2.09337,2.53516
1.37524,0.11352,2.67979,3.11238
0.20270,0.03424,2.03421,3.12151
0.01221,0.55582,1.70399,2.23935
0.10728,1.04338,2.07163,2.14262
0.67332,0.07505,2.00904,2.85641
1.62173,0.39194,2.13037,2.72474
0.08294,0.21829,1.47185,4.08644
0.27276,0.01878,1.27194,2.62226
2.61330,0.23253,2.12783,2.62889
0.66585,0.70373,1.89844,2.67486
0.43067,0.38178,1.70138,2.95706
0.00006,0.05486,2.19236,3.20246
0.41718,0.11452,1.33286,3.48869
0.67598,0.16905,1.23000,3.07086
0.37450,0.25329,2.49999,3.05704
0.10859,0.29275,2.26853,3.07650
0.51054,0.01996,2.03349,3.53568
0.37213,0.58968,2.61965,1.99275
2.10264,0.14990,1.74687,3.08376
0.22527,0.04759,1.50206,3.36446
1.10924,0.06385,2.14085,2.24700
0.31668,0.05318,2.03954,2.84563
0.21102,0.82920,1.86099,3.31983
0.23621,0.04272,2.16399,2.22269
0.05596,0.07786,2.00016,3.75654
0.11084,0.04873,2.25690,2.42552
0.67520,0.06098,2.11109,3.09007
0.13793,0.43207,1.69425,2.59536
0.62600,0.68964,1.70844,3.20997
0.02442,0.57941,2.43530,3.06359
0.34630,0.24842,2.62367,2.48904
0.87666,0.34106,1.89026,3.14397
0.15581,0.00718,1.76288,3.53955
1.00224,0.78257,1.97514,3.32406
0.11287,0.20464,1.88095,3.04771
0.53336,0.21725,2.24749,3.69037
0.97360,0.11329,2.26059,2.40089
0.08705,0.50259,1.70974,2.62478
0.11459,0.06298,2.56893,2.44279
0.33135,0.03474,1.69755,2.34037
0.05871,0.12592,2.08577,2.58236
0.53073,0.26556,2.22564,3.50833
0.06543,0.76732,2.09110,2.35954
0.54049,0.33570,2.23225,2.51216
0.73342,0.26743,1.66076,2.75121
2.62743,0.03227,2.62512,2.26034
0.29051,0.10559,2.28576,2.78910
0.09144,0.03437,1.80025,4.08636
0.77467,0.24010,2.04465,2.75913
0.45745,0.20410,1.91773,2.44924
4.20960,0.30058,2.51510,2.80119
0.75393,0.10738,1.49392,2.17178
0.77028,0.12125,1.93413,2.92069
0.07417,0.06114,2.04062,3.12293
0.11391,0.02517,2.22867,2.47638
1.16387,0.16242,1.59675,2.29951
0.76723,0.07565,1.95958,4.04878
1.25637,0.31329,1.34686,2.87825
0.81809,0.28797,1.99520,2.88023
0.34459,0.08030,2.37753,3.00380
0.20389,0.18294,2.26806,3.43794
0.94794,0.03322,2.37940,2.95941
1.20866,0.03021,2.35168,3.87966
0.09662,0.00699,1.91261,2.85559
0.33132,0.25216,2.48658,2.80575
0.23726,0.06888,1.36349,3.26681
0.47430,0.11699,2.45951,3.46031
1.14199,0.66912,1.88666,3.52873
0.22316,0.14519,1.45317,2.75324
1.84511,0.02612,1.89042,2.52122
0.39695,0.27287,1.97463,2.74576
0.77792,0.09197,1.72403,3.76761
0.56125,0.38822,1.32571,2.75598
0.54956,0.36005,2.55904,2.58807
0.39359,0.36089,1.80759,2.24749
1.57795,0.29614,1.63590,2.34507
0.38659,0.62785,2.30484,2.25186
0.24634,0.22279,1.69623,2.94872
0.03061,0.16656,2.19128,3.27071
0.04000,0.21255,2.18361,2.92179
0.76134,0.11574,1.71574,3.09385
0.09312,0.28392,1.80723,2.77395
0.06671,0.12500,1.98696,3.05005
0.28706,0.05515,2.47765,4.20466
0.46708,0.74018,2.11653,2.65071
1.14001,0.03244,1.74610,2.22504
0.28315,0.23228,2.39220,2.91838
0.20980,0.07708,1.92210,2.77550
1.31709,0.20566,1.87297,1.96694
3.02611,0.33276,1.40307,2.10755
1.30631,0.22776,2.76185,2.98042
0.18619,1.21165,1.91351,3.05315
0.45728,0.37975,1.86722,3.41002
0.58491,0.26778,1.90821,3.02346
0.53741,0.08914,1.73413,3.32862
1.11012,0.39693,1.90616,4.09419
0.05770,0.42880,2.37606,2.69511
1.14346,0.25548,1.71732,2.64814
0.10427,0.02372,2.05977,2.90817
0.19710,0.69976,1.66986,2.68504
0.17768,0.15026,2.16464,2.07514
0.36593,0.03734,1.97283,3.56468
0.94707,0.36266,2.48978,2.37798
0.18191,0.24009,2.14727,3.21396
0.15825,0.30249,1.76512,2.30076
0.21491,0.03153,1.74440,3.14001
1.29736,0.20918,2.65080,2.85808
1.06174,0.14811,2.45382,3.49641
0.40074,0.03447,1.88483,2.61934
0.08320,0.00248,1.74633,2.84174
0.06730,0.03147,2.13970,3.10702
0.07234,0.38330,2.02507,1.74843
0.69864,0.10014,2.19117,2.87306
0.51343,0.34921,1.59960,3.59796
0.69580,0.44280,2.20054,2.76065
0.03247,0.08008,2.21371,3.18484
0.00432,0.03326,2.27352,3.88727
0.49761,0.58017,2.16415,3.24490
0.50891,1.59376,1.99312,3.39323
0.97838,0.32464,1.70282,2.85375
1.18380,0.24017,2.06335,3.72513
0.01173,0.50573,1.49706,2.78331
0.93588,0.16471,1.55584,2.28344
1.39012,0.43715,1.52347,3.81163
0.92122,0.40255,1.95678,2.85568
0.59894,0.07225,1.34593,3.00926
0.89756,0.02540,2.52755,2.67371
2.12166,0.01976,2.00904,3.31760
1.07447,0.13981,1.61194,3.39030
1.74123,0.09340,2.16382,3.40199
0.36397,0.30064,1.93736,3.53564
0.26014,0.18318,2.06848,3.35364
1.45050,0.16099,2.16618,3.02487
2.66769,0.18480,2.38312,2.25428
0.79518,0.63084,1.52901,3.41635
0.03345,0.53467,2.22207,2.76585
0.07797,0.04062,2.15522,2.66023
0.33094,0.01609,2.21404,2.64927
0.31637,0.43775,2.04558,3.17146
0.05856,0.00392,1.96584,2.82761
0.35422,0.27914,1.93879,2.76339
0.30063,0.28962,2.04418,2.43569
0.04467,0.18993,2.00845,2.56745
0.33790,0.24172,2.28552,3.49285
0.05990,0.02848,1.58156,3.06311
0.32963,0.43305,0.93736,3.11397
0.04313,0.21865,2.16528,3.03437
0.02190,0.50443,1.93202,2.94296
1.18953,0.01348,2.00016,2.67348
0.87197,0.59119,1.78337,2.73897
0.04355,0.36037,2.24653,3.47920
0.22615,0.43639,1.91321,3.57301
1.82351,0.00335,2.13285,2.32868
0.17243,0.10095,2.27505,2.28206
1.29644,0.14455,2.20865,3.39531
0.17054,0.03550,1.49551,2.07840
1.66732,0.14141,2.17678,3.92402
0.73858,0.12108,1.96266,2.56575
0.14656,0.11491,2.12591,3.18464
0.32666,0.54205,2.30823,2.80755
0.62783,0.35268,1.81685,2.43616
2.20322,0.02530,3.00062,2.49632
0.41426,0.01930,2.35455,3.12582
0.19949,0.26710,1.99763,2.61896
0.63412,0.58851,1.81509,3.10070
0.89091,0.07967,1.95725,3.67147
0.54814,0.17230,2.31842,2.52699
2.17547,0.09164,2.02588,3.93835
0.05636,0.31979,1.87814,2.56321
0.59615,0.30868,1.87403,2.64355
1.38428,0.13812,2.59158,2.58107
0.26531,0.14864,1.78519,3.51915
0.24469,0.34005,2.30102,3.08207
0.21227,1.40797,2.30960,3.22703
0.56658,0.26325,1.92032,1.96534
0.00300,0.60253,2.15422,2.92440
0.28155,0.42072,2.21757,2.60612
0.34575,0.63821,1.75497,1.40839
0.68154,0.11006,2.17141,2.89853
1.95661,0.18613,1.74999,4.64597
0.26103,0.02762,2.13937,1.95430
0.32676,0.73814,2.60475,3.99322
0.39150,0.09198,2.56252,2.38084
0.29195,0.19387,2.36976,3.16647
0.49533,0.19815,2.16939,3.53213
0.62746,0.11879,2.39650,4.11912
1.74975,0.11116,1.64889,2.92633
0.26244,0.25398,2.53773,3.06047
1.33185,0.20066,1.73229,2.86113
1.00328,0.09891,2.14640,2.83741
0.56355,0.21746,2.24605,3.65429
0.35828,0.14883,1.74325,2.27172
0.42444,0.12949,1.96950,3.10512
0.08818,0.08725,2.47843,3.16826
1.07892,0.74603,1.99240,3.01686
0.41003,0.47594,2.19684,3.81314
0.04047,0.04397,1.86422,2.93427
0.01903,0.03085,1.75988,3.08885
0.46142,0.14740,2.12394,3.37681
0.37419,0.34410,1.80416,3.77015
0.44977,0.08687,2.39829,2.34588
1.66876,0.53304,2.44670,3.50685
0.32274,0.40710,1.08456,3.47694
0.00509,0.16094,1.92489,3.33065
1.18592,0.12142,1.61497,2.96743
0.61727,0.17669,2.25078,2.96990
0.89828,0.09478,2.29139,3.35935
1.20440,0.43918,1.32768,2.32305
0.10225,0.05450,1.74684,2.91767
0.05567,0.01317,1.72089,2.93015
0.10211,0.28287,2.04324,2.99481
0.72215,0.28995,2.19285,3.37116
0.06801,0.04506,2.14578,2.53121
1.14896,0.03507,1.82041,2.57776
0.07196,0.12932,2.42325,3.00184
0.24051,0.64727,2.03293,3.34408
0.08880,0.48240,1.87787,3.74294
0.11918,0.15083,1.82420,3.30706
0.21381,0.05886,1.63780,3.97060
0.72860,0.04397,2.59276,2.69231
0.35338,0.14609,2.00071,2.00015
0.71517,0.15662,1.78659,3.44762
0.54026,0.00698,1.94769,2.59246
0.23173,0.31481,2.32333,2.66063
0.21077,0.10822,2.41024,3.26691
0.18715,0.47676,2.23635,3.03908
0.20068,0.11545,1.91835,4.08978
0.47485,0.09794,1.86616,4.08435
2.06131,0.70787,2.30681,3.03149
3.81569,0.47788,1.60148,3.66695
0.43914,0.18875,2.14685,2.96551
0.13512,0.90753,1.86631,1.87121
0.73635,0.05902,2.26959,3.27000
2.26662,0.24175,2.14587,2.99600
1.51079,0.02916,2.32947,2.51008
1.03075,0.25652,1.67223,3.45579
0.69314,0.43289,2.40476,2.97357
0.19359,0.51402,2.11670,2.54798
0.24739,0.23317,1.97799,2.76804
1.47428,0.24042,2.30764,3.56245
0.25850,0.03873,2.18211,3.42766
0.19036,0.13845,0.97073,3.19254
0.28339,0.17010,2.06324,3.40898
0.13299,0.15593,1.28237,3.68204
0.67379,0.16563,1.98552,3.29921
0.16229,0.09073,2.53603,2.38952
0.20149,0.06954,1.98460,3.72120
0.71519,0.39943,2.74433,3.03054
0.08425,0.26727,2.47332,3.82730
0.36611,0.09025,2.31820,2.30215
1.02699,0.38410,1.74607,2.77273
0.09998,0.25094,1.38738,3.09782
0.10409,0.40257,2.17418,2.80986
0.72284,0.13504,2.35524,2.76143
0.03128,0.07986,1.79992,3.13127
0.16428,0.13655,2.15961,3.37433
0.94745,0.30872,1.76922,2.55862
1.59801,0.26285,2.46041,3.03369
0.09290,0.02032,1.81385,3.11811
0.37570,0.22842,2.26783,3.63429
0.37589,0.31118,2.17698,2.67446
0.04254,0.37280,1.72965,3.67813
0.88833,0.16222,2.16589,3.06860
0.04816,0.58459,2.56487,2.91934
0.50795,0.12506,2.10495,3.30182
0.19593,0.10443,1.46496,3.10377
0.24270,0.17692,2.18491,1.93230
1.37304,0.78009,2.07855,2.83162
0.02074,0.41841,2.05713,2.20881
1.28298,0.05848,1.21085,3.29100
0.51286,0.21747,1.92579,3.05684
0.47195,0.19290,1.99999,2.48563
0.23422,0.90924,2.02884,2.52376
0.47425,0.42358,0.93108,2.76882
0.74036,0.23855,2.21428,3.53263
2.44927,0.01142,2.53338,2.49682
0.26352,0.33872,2.35418,3.05860
0.52453,0.05873,1.76117,1.91740
2.11577,0.22629,1.70225,4.12941
0.40777,0.03177,2.68244,3.34230
1.41254,0.00446,1.85115,3.06111
0.16754,0.19303,2.04935,2.65677
0.49848,0.18818,2.50507,3.09644
0.54579,0.87161,2.32162,4.26927
1.43178,0.55276,1.51113,3.41478
1.64657,0.17104,2.42304,2.77094
1.23199,0.02406,2.32519,2.89757
0.12329,0.70050,1.88601,3.09800
3.37629,0.22567,1.86116,2.49420
0.04308,0.05188,2.19052,3.88499
0.51687,0.39598,1.85039,2.79155
0.40055,0.18685,1.84131,2.92050
0.24304,0.35364,2.08037,2.62375
2.83655,0.01472,2.08645,3.08395
1.06732,0.06517,1.82950,2.29865
0.40532,0.38836,2.15600,2.78124
1.40010,0.01380,1.89517,2.62548
0.73145,0.26031,2.31959,3.80176
0.33041,0.06555,1.73943,2.47421
0.19276,0.24699,1.57209,3.54388
1.16367,0.03551,1.46015,3.80922
0.33903,0.53709,2.04906,3.79192
0.57340,0.13734,1.55464,3.73450
0.76960,0.18180,1.71793,3.01598
0.60247,0.25473,2.46284,3.16091
0.15620,0.14902,2.11849,4.18463
0.78850,0.22369,2.18561,2.11116
0.52081,0.02156,1.74170,3.11935
0.32681,0.20918,1.90847,2.68901
4.27422,0.47226,2.00113,2.45980
0.81730,0.44620,2.32590,2.44256
1.72582,0.18761,1.95036,3.33200
1.05033,0.03475,1.47495,1.90569
0.53192,0.02102,2.87489,2.52657
0.10606,0.27451,1.31750,2.18631
0.64524,0.31810,2.16208,2.78106
0.42320,0.69874,2.02048,2.49546
1.67274,0.11361,1.85301,3.03242
0.30275,0.21783,2.44923,2.62669
0.29323,0.02351,1.89817,3.31330
0.06116,0.38110,2.22317,3.00925
0.13033,0.45642,2.38892,3.44611
0.05232,0.03846,2.76436,2.96907
0.92960,0.12924,1.83300,3.66916
0.08954,0.23725,2.14728,2.95733
0.14511,0.00165,1.91330,3.03978
1.69919,0.12152,1.70791,3.10130
0.55329,0.09536,1.85926,3.42528
1.54866,0.35841,2.59955,2.26595
0.29385,0.10627,1.36997,2.99002
0.54888,0.15741,2.11191,2.94096
0.44814,0.36442,2.39325,3.66570
0.48937,0.25813,2.00268,2.07107
2.54195,1.09100,2.18456,2.88142
0.81992,0.26428,1.96412,4.07656
0.82488,0.16163,2.46796,3.43440
0.75787,0.44734,1.79499,2.05610
0.55103,0.14208,2.02161,3.43472
1.03806,0.32382,2.16720,3.44815
0.31589,0.17815,1.90949,2.75826
2.41217,0.14876,2.24384,2.90213
0.49324,0.10885,2.41281,2.80029
2.43672,0.05911,1.62131,3.06580
3.49931,0.35325,1.88095,3.05185
1.02706,0.04544,2.05712,2.79149
0.15791,0.14684,1.85545,2.31551
0.01192,0.46972,1.58620,2.08646
0.65352,0.03796,2.42919,3.39152
0.91632,0.13533,2.08803,2.60386
0.86561,0.16714,1.70191,3.28210
0.56477,0.35075,2.06402,2.78701
0.15445,0.65592,1.92546,2.65744
0.03687,0.37265,2.54646,2.00898
0.22977,0.04994,1.79971,3.39902
0.66291,0.80195,1.39516,2.30197
0.82841,0.11673,2.11618,3.63118
0.46970,0.01315,2.12399,3.40131
0.12045,0.01489,2.06899,3.34783
2.32555,0.02310,2.11925,3.00292
1.39239,0.36624,1.39431,2.63951
0.69943,0.04026,1.80699,3.06378
0.26217,0.02323,2.40671,4.01605
0.41386,0.02585,2.41171,3.12010
0.24854,0.17352,2.18030,3.04106
0.05516,0.00769,1.57972,2.57947
0.67897,0.70045,2.61900,2.96911
1.68396,0.07566,2.21998,2.14571
1.16434,0.11833,1.55939,3.54496
0.30214,0.33050,2.09396,3.03596
0.70975,0.39720,2.59441,3.78830
0.84124,0.27096,2.02371,2.75719
0.45236,0.20654,2.30467,2.07603
1.86501,0.14182,1.94847,2.78763
0.08253,0.03831,2.50826,2.69285
0.12634,0.68401,1.55050,2.50449
0.32686,0.44517,1.49199,4.02915
0.04763,0.10934,1.95859,2.07173
2.71520,0.02521,1.76579,2.75401
0.07182,0.05956,1.96718,3.19191
1.44475,0.13985,1.84817,3.04550
0.27026,0.00378,2.17663,3.46118
0.02504,0.05199,1.60777,2.67105
0.93083,0.21574,1.37058,2.76625
0.37060,0.05863,1.79093,2.49360
0.00699,0.03529,1.71639,3.12004
0.35360,0.01555,2.30112,3.29093
0.77428,0.05710,2.04955,3.38582
0.17667,0.04246,1.99541,3.42365
0.35986,0.21757,1.79305,4.00580
0.68258,0.42253,2.11781,2.29063
0.67073,0.69259,2.08137,3.70732
2.02329,0.26638,1.83350,3.99182
0.17627,0.00886,2.36873,3.25275
0.67550,0.22413,2.06241,2.33838
0.22742,0.42535,2.01335,2.32206
0.16186,0.22471,1.81799,2.99431
0.10592,0.07663,2.06453,3.97517
0.01501,0.25184,1.93269,2.51298
0.74113,0.66191,2.31990,3.37502
0.36993,0.25090,1.91920,3.33846
0.05455,0.88484,2.20526,2.96150
0.42187,0.51440,1.82658,3.06239
0.00759,0.05900,1.90922,2.51886
0.27471,0.16335,2.14321,2.33394
0.96679,0.12600,1.98465,2.87167
0.72715,0.60752,2.61809,2.09762
0.07732,0.07355,1.68739,2.81548
0.51388,0.09931,2.13797,2.67519
1.18401,0.06599,2.03363,3.00196
1.13513,0.08732,2.07051,2.60472
0.92786,0.09172,2.21918,3.31959
1.35324,0.03807,2.05526,2.93725
0.16588,0.04894,1.75736,3.39437
0.86413,0.04228,2.02947,3.17920
0.81272,0.41753,1.99757,3.34938
0.72331,0.05859,1.57956,3.30776
0.30860,0.07850,2.24451,2.89746
1.00172,0.12459,2.18805,3.19680
0.44883,0.28648,2.54602,2.97079
0.41544,0.06334,2.56799,1.72558
0.81135,0.33266,1.65206,2.23342
2.09156,0.32663,1.66618,3.07635
1.82281,0.17092,1.60051,3.06107
0.02144,0.12073,1.99398,2.22050
1.01868,0.25441,2.03301,2.63773
0.55017,0.37914,2.19254,2.83786
0.12279,0.40908,2.14108,3.00529
0.75282,0.44578,1.56487,3.41564
0.65284,0.07111,1.95439,3.35856
0.43745,0.45844,1.64450,2.09052
0.59711,0.02528,1.84017,3.56265
0.45001,0.04511,2.11427,2.88641
1.32618,0.50274,1.97223,2.13903
0.08189,0.09235,1.58072,3.87006
0.00430,0.92691,1.57702,3.52951
0.21040,0.48411,1.87471,2.62248
0.16698,0.17564,2.04166,2.45718
1.70173,0.15865,1.79052,3.16482
0.38371,0.25114,2.16482,2.68719
0.23970,0.11353,1.81486,3.59901
1.75008,0.44597,2.18503,2.38465
0.11737,0.15371,1.74307,2.99954
1.11470,0.27017,2.16448,3.18481
0.22779,0.34284,1.54158,3.89400
1.32418,0.62629,2.41482,3.21921
0.27116,0.13006,1.66671,3.65400
0.70726,0.35069,2.04511,2.82441
0.34618,0.38832,2.21861,2.64303
1.23193,0.16590,2.72234,3.28950
0.79086,0.45758,2.70770,2.53575
1.39110,0.09185,2.01046,2.42950
0.53221,0.04203,1.59056,4.03254
0.70626,0.17446,2.57049,2.53596
0.84422,1.70728,1.77891,2.65259
0.92025,0.20047,1.89904,3.17220
0.23899,0.07643,2.62823,2.50859
0.00603,0.14231,2.35071,3.05218
0.24390,0.05061,1.86457,3.47368
0.58922,0.13916,2.35728,3.24711
0.11136,0.26657,2.10954,3.32171
1.12114,0.10037,2.64742,3.29717
0.09574,0.04986,2.00713,1.89649
0.11036,0.00066,1.54402,3.09289
1.67497,0.06010,1.55999,3.67083
0.37649,0.18202,1.82573,3.12603
1.59950,0.13751,1.96274,3.30764
0.07087,0.01351,2.30211,2.74993
0.26036,0.03451,2.06227,2.94679
0.08679,0.45020,1.97872,2.66030
0.06439,0.01858,2.13330,3.44453
0.14427,0.83367,1.89117,2.03819
0.69190,0.01533,2.05952,2.33312
0.03696,0.04480,1.81501,3.15982
0.63643,0.54759,2.50814,4.05788
0.55237,0.07248,2.19293,2.53887
0.71587,0.03490,2.25790,3.67955
1.32469,0.26790,1.52633,3.76434
0.15997,0.36147,2.22605,3.14043
1.02562,0.29418,1.67963,2.91194
0.27006,0.00240,2.29377,3.86710
0.52859,0.24155,2.23787,3.00547
0.33861,0.25889,2.42959,2.80657
0.74318,0.11057,1.99477,2.95250
0.11915,0.26900,2.23214,2.38877
1.25840,0.25676,2.66155,4.17434
0.38367,0.08745,2.05938,2.79781
2.12381,0.22099,2.28338,3.06443
0.11679,0.05727,1.76752,2.32662
0.39332,0.35609,2.13848,3.33365
0.46044,0.04333,2.31838,2.48364
0.01664,0.01886,2.59095,3.15605
0.19348,0.14275,2.34180,2.76678
0.92938,0.51026,1.81823,3.34070
1.22018,0.27429,2.15068,2.92369
1.01301,0.25057,1.91744,2.15423
0.15646,0.67039,2.02560,2.27523
2.66780,0.13034,2.44033,2.20522
0.31856,0.21509,1.95636,3.23506
0.42400,0.09389,1.85751,2.96113
0.39789,0.05918,1.95551,3.15268
0.94155,1.02706,2.04693,3.02516
0.56902,0.07348,2.30107,3.53894
0.19282,0.62155,2.18266,2.95018
2.06246,0.02262,2.26268,2.92501
0.48393,0.12205,1.53104,4.40587
0.28698,0.09844,2.50380,3.11962
1.71575,0.26243,1.97343,2.82789
0.22480,0.22880,1.85054,3.63587
0.14078,0.63107,2.03599,3.79406
2.04317,0.06744,1.73294,2.66388
0.01452,0.01038,2.05566,3.21737
1.27584,0.06364,2.26540,2.79826
1.11814,1.13763,2.31809,2.79548
0.39940,0.35804,1.97319,3.05613
1.71639,0.18432,1.79531,2.68096
0.10172,0.04877,1.48264,3.19266
0.03126,0.30241,1.65613,2.63425
0.09323,0.00498,2.03473,2.49729
0.16244,0.14507,2.44237,2.84417
0.33878,0.71287,2.39236,2.59230
0.01539,0.20171,2.19830,2.89129
0.08328,0.25216,1.86539,3.03588
0.13280,0.69290,1.74102,2.44322
0.02807,0.57817,2.39751,2.53440
1.55509,0.25280,2.47614,2.83287
1.31541,0.19157,1.89205,2.75165
0.22833,0.01979,2.24412,2.83316
0.25734,0.24805,1.94984,3.44546
0.80947,0.13742,2.68904,1.95691
0.28806,0.19242,2.33971,4.14544
0.36523,0.11978,1.41440,2.99591
0.57987,0.22572,2.10449,2.39087
0.25318,0.05915,1.67965,3.06307
2.28188,0.37165,2.24658,2.78649
0.28130,0.76656,2.25764,2.81633
0.73242,0.12633,1.93753,2.29712
0.28677,0.32441,1.89444,2.39969
0.62891,0.14990,1.95972,1.85116
0.50357,0.19841,1.79557,3.66444
0.06233,0.22417,1.91453,2.95611
0.04433,0.83808,2.41003,2.81346
0.54950,0.00592,2.16501,3.58212
0.29345,0.00433,1.78099,2.27046
0.48335,0.32439,2.58635,2.77208
0.80787,0.11711,2.05590,2.95082
0.00786,0.92054,1.91567,3.31909
0.56581,0.24758,1.76686,2.65304
0.11905,0.69809,1.88612,3.46236
0.50587,0.28787,2.00691,3.11552
1.96461,0.59541,2.27467,2.88662
0.08571,0.20758,2.41422,3.04590
0.77451,0.04764,1.73856,2.96490
2.07383,0.05693,1.36542,2.39932
0.66961,0.02028,2.62205,2.79452
0.25069,0.62069,2.03305,2.26635
1.05438,0.49964,2.14141,3.63510
0.84996,0.09868,1.70838,2.82399
0.33926,0.04542,1.84240,2.39918
0.13463,0.13264,1.40175,2.87443
0.43381,0.21656,2.43599,2.74904
0.10360,0.31870,1.94671,2.96409
0.68846,0.30063,1.86746,3.08803
0.32268,0.48643,2.35254,2.42612
0.12221,0.02271,2.18087,4.55529
0.07005,0.04998,2.09870,2.99160
0.69910,0.00731,1.73011,3.07311
0.43478,0.14603,1.42193,3.22835
1.55041,0.19672,2.34275,2.92721
1.25968,0.28354,2.14475,2.63493
0.11731,0.17571,2.15233,2.09681
0.54878,0.03039,1.73693,2.14705
0.16364,0.13260,1.98343,3.41887
0.93836,0.02559,1.69149,2.91163
0.07331,0.31534,2.29220,3.25777
0.46515,0.47641,1.78408,2.78275
0.24138,0.01575,1.62676,3.41315
0.05378,0.27135,1.85879,2.41794
0.12367,0.11289,1.86620,2.59853
0.97286,0.52703,2.20628,3.32876
0.24724,0.37014,2.05607,2.48722
1.35405,0.30784,1.77587,2.02393
0.13393,0.36210,1.40464,3.12419
0.72584,0.72515,2.28485,3.19605
0.47218,0.06328,1.89027,3.68538
0.99326,0.53786,2.29846,2.46968
0.12559,0.17939,1.14157,2.86209
0.00867,0.18370,1.99758,2.57230
2.72863,0.14401,2.22577,3.03989
3.49902,0.02152,2.38557,2.41525
0.01731,0.24937,1.82382,2.00174
1.08917,0.33040,1.83034,3.17129
0.12483,0.93947,2.34372,3.24236
0.10346,0.61675,2.35448,3.46239
1.27495,0.27458,1.92892,2.17808
0.17518,0.13710,2.03935,2.80850
1.44747,0.06621,2.35964,3.32542
0.25343,0.06148,2.18383,3.46110
0.63019,0.09332,1.91159,2.76615
0.45126,0.91162,2.24843,3.38745
1.99760,0.17570,2.43872,2.29385
0.02820,0.03550,2.25450,3.47477
0.36210,0.60767,1.71637,3.84851
0.13396,0.85903,1.58582,3.67265
0.27746,0.13073,1.76913,3.46392
1.76892,0.00745,1.91939,3.74168
0.79110,0.13879,1.81314,3.06443
0.45228,0.02083,2.35569,3.19462
0.98058,0.04783,1.51598,3.68817
0.81705,0.26638,1.92897,3.81252
0.05763,0.03760,1.90225,3.76327
0.72763,0.20468,2.05670,3.48704
0.91721,0.14166,2.22257,2.57401
0.56123,0.31842,2.13985,2.67175
1.15069,0.04617,1.94717,2.88110
0.34585,0.44199,1.56436,2.99151
0.20660,0.34642,1.79889,3.18277
0.46558,0.17495,1.56141,2.67545
1.86451,0.72940,2.11832,2.70413
1.76421,0.33134,1.39528,3.10393
0.75017,0.27994,2.05181,3.39873
1.08807,0.02484,1.89734,3.19523
1.28136,0.07212,2.11489,3.63204
0.79591,0.25243,1.96278,3.40381
0.31518,0.65031,1.65990,3.60925
0.11194,0.17792,2.25561,2.49289
0.64766,0.17808,2.21616,2.81539
0.10257,0.22882,2.24295,3.20595
0.96841,0.20241,1.68507,2.70858
0.73080,0.04958,2.22355,2.88871
0.17393,0.01163,2.07408,3.19254
0.24387,0.01262,1.97915,3.74068
0.44534,1.31300,2.21562,3.45599
2.23184,0.06116,2.20586,3.10662
1.51675,0.38768,1.99177,3.26345
1.04758,0.02710,2.13479,2.14795
0.53771,0.17681,1.94506,2.00376
0.21806,0.15091,1.96605,2.73143
0.22239,0.47181,1.66302,2.80764
0.34717,0.38570,1.89407,2.48149
0.64102,0.07003,2.15222,2.47302
0.16404,0.21730,1.91024,2.98425
0.05658,0.01466,1.85850,2.51427
1.57568,0.37564,2.23237,3.60230
0.20878,0.02172,1.72205,2.77480
0.09454,0.13695,2.56056,2.66186
0.18535,0.16901,2.00362,2.42491
0.18896,0.28625,2.28980,2.38349
1.29087,0.55573,1.95630,2.32713
0.73465,1.29171,1.83573,2.71556
1.13182,0.16325,2.21585,3.20109
0.21151,0.39062,1.77726,2.47640
1.28907,0.27009,2.06784,3.27179
0.07341,0.29522,1.92276,1.99692
1.02234,0.13974,1.71938,3.07382
0.69479,1.32329,2.14250,2.95400
0.10568,0.26383,2.19228,3.55857
2.05989,0.02922,2.10205,3.53184
0.44101,1.04191,2.37571,3.34179
1.64599,0.02665,1.77961,3.63229
0.01069,0.14037,1.93761,2.47130
0.66470,0.29320,2.44918,3.69089
0.32188,0.04659,1.90032,3.73170
0.37610,0.14768,1.62470,3.01102
0.20853,0.05428,2.66970,3.22278
1.38031,0.09465,2.40331,2.89359
0.37429,0.10544,1.94216,3.36093
0.40207,0.04291,2.73162,2.83125
0.24045,0.56637,1.89315,3.30467
1.33140,0.11153,1.92459,3.42104
0.22331,0.05660,1.93018,2.98986
0.00523,0.15031,1.46426,3.00034
0.04365,0.85369,1.77380,2.75287
0.33297,0.10437,1.72143,3.79143
0.59710,0.00328,2.07246,3.33338
0.41149,0.52555,2.48449,3.64585
1.44932,0.76231,1.44849,3.13933
0.06901,0.06807,1.58527,2.63705
1.71404,0.03526,1.80557,2.94838
0.42097,0.00069,2.38349,2.87920
0.05937,0.03400,1.28091,2.30598
